predicted_label,komentar
alih fungsi hutan,banyak buzzer yg bales komentar bjr tokoh politik yg dukung besar deforestation daerah sama hutan kebun sawit bencana bantu salah rakyat statement banyak kurikulum jaga alam yg rusak alam perintah yg nambah ajar rakyat wajar bjr disalahin orang presiden koalsisi yg gede dpr kabinet koalisi politik gede gitu kaga nyalahin rakyat lg
sosial kemanusiaan,kabar gempa jogja cok tetap bencana nasional korban bnyak rugi no koar no jarah
kebijakan pemerintah,kak cari aja aja usah babatin hutan ketemu presiden gak nerapin bencana nasional
kebijakan pemerintah,alas presiden gk jadiin bncana nasional
alih fungsi hutan,ytta aja ya kak
sosial kemanusiaan,bisnis mandek krn ga kuasa
pembalakan liar,wowo ga diandelin tau mikirin bisnis aja hutan babat tuju aja
kebijakan pemerintah,kak cari aja aja usah babatin hutan ketemu presiden gak nerapin bencana nasional
sosial kemanusiaan,ngambil putus gak gampang apalgi dampak hubung internasional lu pikir ambil putus keluarga pimpin apalgi presiden ngambil putus gak gampang ngambil putus keluarga karna putus presiden dampak hubung internasional
sosial kemanusiaan,bang
alih fungsi hutan,si oknum bilang aceh merdeka
sosial kemanusiaan,presiden ngomong gitu panik indonesia blog yg laku pimpin negara bencana perang ronta rakyat gk panik gk rusuh ajar psikologi lu status bencana nasional gantung perintah daerah kalo perintah daerah gk kasih konfirmasi kalo gk ya cemana pusat ngasih steatment bencana nasional
kebijakan pemerintah,dikit presiden wkwk
pembalakan liar,buzzer der situasi aja salah bodoh bodoh
pembalakan liar,ulah mas anis tangkap anis
pembalakan liar,tangkap anis
sosial kemanusiaan,bener tangkap anis
kebijakan pemerintah,bencana yg salah presiden manusiaa manusiaa
sosial kemanusiaan,paham dlu komen gw biar ga malu
pembalakan liar,parah emank jabat negri konohaa
sosial kemanusiaan,paok
sosial kemanusiaan,introspeksi maksud
sosial kemanusiaan,negatif thinking buruk tetap bencana bencana nasional sederhana omong tinggal mangap aja syarat prosedur negara baik warga doa baik
kebijakan pemerintah,apbn hbs duit
sosial kemanusiaan,cuman kalo tetap bencana nasional usut ttg bencana ln bantu sehinga ln sebab yg takut perintah laku ya lingkar
komentar biasa,negara yg indonesia
sosial kemanusiaan,ya perintah daerah ka yg perintah pusat naik status bencana nasiaonal arti perintah daerah ga sanggup serah perintah pusat yg ambil alih ya
komentar biasa,hala mecah belah aja kau
sosial kemanusiaan,hio
sosial kemanusiaan,laku nasional siklon tropis khatulistiwa sih hati kak doa baik tugas yg juang saudara kena musibah
komentar biasa,kalo jadiin berita bencana nasional negara paham aja dah udah berita
sosial kemanusiaan,ngapain harap lu
sosial kemanusiaan,sibuk ngurus negara bg
kebijakan pemerintah,sibuk ngurusin roy suryo debatin ijazah jokowi
pembalakan liar,sibuk ngurus ijazah gak kelar
sosial kemanusiaan,pdhal kampung hilangtapi sepi kayak tutup turupitau kalo byk sala byk main berita redam
sosial kemanusiaan,sepi gmn mksudnya
sosial kemanusiaan,sepi gimna maksud
sosial kemanusiaan,httpsvttiktokcomzsfmfja salin tu link liat postingan ulang gua
sosial kemanusiaan,coba tunjuk wajah
sosial kemanusiaan,adem ayem pisah gilir kena bencana ngemis bantu rispek
sosial kemanusiaan,wkwk rispek kemaren bencana pisah
sosial kemanusiaan,moga keluarga sehat ya bang
pembalakan liar,liat tv nasional tiktok doang mah kalah ma tumbler
sosial kemanusiaan,up bro sumatera gabung korban aceh sibolga tapanuli doain korban menigl tempat sisi tuhan keluarga tinggal tabah kuat bangkit jalan hidup amin
sosial kemanusiaan,pulau sumatra aceh bg
alih fungsi hutan,lo aceh sumatera
komentar biasa,udah masuk tv lu aja gk lihat tv
kebijakan pemerintah,aceh negara ngemis bantu jawa
sosial kemanusiaan,sumbar
pembalakan liar,koqsya nonton tv
sosial kemanusiaan,bkn palestina
alih fungsi hutan,aceh sumatera
sosial kemanusiaan,aceh emang ga sumatra bang ooo tau gw
sosial kemanusiaan,malu mgkn
sosial kemanusiaan,hama tpi msih pnya hati simpati emptismoga aceh pulih maaf hama cm mndoakn
alih fungsi hutan,aceh indo
komentar biasa,baca kocak
sosial kemanusiaan,bahlil zulhas
pembalakan liar,yallah gabisa bayang nang baca
sosial kemanusiaan,lapar kak ken minum hut nyari buah kelapa astaghfirullah makan basi makan dsna tolong ya allah
pembalakan liar,yg bilang kepala bnpb badan nasional tanggulang bencana letnan jenderal suharyanto gampang banget nyawa orang yg hilang juta duduk ungsi ngga depan gimana bisabisanya ngomong gitu speechless banget kemaren pas baca berita
sosial kemanusiaan,prayforsumatera prayforsumbar prayforsumut prayforaceh
pembalakan liar,takengon parah kk
pembalakan liar,takengon aman
sosial kemanusiaan,serius bg yg bilang salah parah
pembalakan liar,bom sinyal ga hubung
sosial kemanusiaan,info aceh tenggara gimna bg suami kabar
sosial kemanusiaan,bom tau kak aceh utara dalam jaring internet listrik bom info sana listrik jaring
pembalakan liar,iya bg tq info
sosial kemanusiaan,denger longsor sana bang
sosial kemanusiaan,kena kak kayak
pembalakan liar,kabar contactnya ga keluarga padang jg ga contactnya anak jg gaterlalu tau rantau anak lahir diaceh pulang kampung jarang udah lansia
sosial kemanusiaan,jaring lampu punn belumm padaa hidup kayak kakk nanyaa keluarga yanggg nunggu keluarga jugaa
sosial kemanusiaan,salah daerah parah
sosial kemanusiaan,serius kak kemaren cuman nanya keluarga sumbar krn dimedsos gawat sumbar gakepikiran nanya sodara yg aceh kk tq info
sosial kemanusiaan,iyaa kak dii aceh parahhh kak banya kampung hilang jugaa
sosial kemanusiaan,tq info kak
pembalakan liar,parah takengon
sosial kemanusiaan,tenang kirim bantu alat olahraga korban bencana sumatra
sosial kemanusiaan,tau dampak parah engk bg kalo bancana bencana nasional
pembalakan liar,nggak tau jg
sosial kemanusiaan,whos denn
sosial kemanusiaan,hah
pembalakan liar,siti siti sekolah dmn si
sosial kemanusiaan,heii kak hapus komen luu maluu bgtt komennya sdm rendah sekaliii brooo
perubahan iklim,ikn kalimantan banjir sumatra yu yu aneh kali kau
sosial kemanusiaan,toll
sosial kemanusiaan,emang ikn sumatra
perubahan iklim,aja bencana nasional
sosial kemanusiaan,moga ya allah aceh sumut cepat pulih dalam cepat bantu makan minum jaring hubung keluarga
sosial kemanusiaan,ilah tolong ya allah
sosial kemanusiaan,lekas pulih aceh sumatra sesak nafas sana
pembalakan liar,good job beautifull
pembalakan liar,bahlil zulhas raja juli dlm korban jiwa situ ga
sosial kemanusiaan,tau allah turun kiamat tegur umat nya jaga hati jaga lisan jaga prilaku banyak amal selamat dunia akhirat
sosial kemanusiaan,banjirr wak medan
alih fungsi hutan,pray for sumatera salam bal kemaren bal banjir full komentar azab all bal tenang rahayu
alih fungsi hutan,korban susah nya akses bantu krn jalan putus bencana nasional wajar ya merdeka aja pulau sumatera
sosial kemanusiaan,savebencananasional
sosial kemanusiaan,innalillahi wainnaillahi rojiunterapkan bencana nasional aceh sumut sumbar
sosial kemanusiaan,ya allah tinggal engkau terima sis surga temu keluarga engkau temu ya allah engkau maha pengafih sayang engkau ya allah bersyujut serah ya allah kabul doa aamiin yra
sosial kemanusiaan,ya allah duka cita saudara
sosial kemanusiaan,indonesia pimpin tolong komen
sosial kemanusiaan,kak banjir rata malang hujan banjir rumah angkat bocor dagang basah
sosial kemanusiaan,aamiin ya rabbal allamin
alih fungsi hutan,tinggal gurun aja sono
pembalakan liar,otak kera
sosial kemanusiaan,iya bang manusia yg bikin susah negara gak lahir dunia kali yaaa cocok tuh
pembalakan liar,otak mulyono aja iya sungai jakarta kali banjir bukit tebang trus longsor kayu
komentar biasa,atas aja
sosial kemanusiaan,amin
sosial kemanusiaan,komentar mu elor biasa
sosial kemanusiaan,makasih saudara salam padang
sosial kemanusiaan,sadar kau nes
alih fungsi hutan,mesin bang klo mesin sinso ga gitu potong
komentar biasa,lucu dek
kebijakan pemerintah,bencana alam boss prediksi perintah pusat
kebijakan pemerintah,perintah sdh blg tdk sanggup perintah pusat lelet bencana nasional nyawa tdk harga lg mata jabat mrk sbk rapat bg kue
kebijakan pemerintah,dana sih yg klen tunggu kuat nasional sdh dikerahkn presiden khusus aceh triliun disiapkn dana pulih pasca bencana
pembalakan liar,triliun tangan masyarakat wkwkwk
sosial kemanusiaan,urus pemprovnya amanah
sosial kemanusiaan,iya anggota temantemanku komen ngasih like makasih ya komen umpama rasa salah komen hapus
pembalakan liar,hujan gigi
sosial kemanusiaan,ompong
sosial kemanusiaan,pp
sosial kemanusiaan,pp
sosial kemanusiaan,pp
sosial kemanusiaan,rakyat rakyat
pembalakan liar,guna banding liat lokasi panggul beras pake rompi
sosial kemanusiaan,tkasih bro ferry irwandi sel insan yg donasi utk misi manusia smga snantiasa limpah rezki maha luas senantiasa dlm lindung allah swt respect utk smua yg tlah partisipasi aktif lap institusi polritniadalau
pembalakan liar,gimana asa yg udh hancurin hutan tropis tambang liat data ini
sosial kemanusiaan,freepalestine
sosial kemanusiaan,suprise ketua bnpb
sosial kemanusiaan,baru sadar parah bencana sana
perubahan iklim,bencana nasional
sosial kemanusiaan,mcm kmren bg olok aceh haribaru sore td sadar nang tobat ga olok aceh lg lihat berita tv kasi beda dr tiktok peras ga lgi ku olok kasi byk korban
komentar biasa,gue si b aja indonesia
sosial kemanusiaan,astaghfirullah bang letak manusia bang
komentar biasa,loh loh warga aceh yg ga aku indonesia ga liat
sosial kemanusiaan,negara bpak kau
sosial kemanusiaan,manusia rip empati sosial bencana mana besok kampung
sosial kemanusiaan,gw org aceh sakit hati loh lu kyk gitu
pembalakan liar,buzzer bujang
sosial kemanusiaan,dikit buzzer apa warga aceh cuci cuci udah kabulin
pembalakan liar,pke hati dikit
pembalakan liar,ga ahh
pembalakan liar,ikat nkri hasil alam sumatra kau gilir bencana pura budeg tuli buta mata hati
sosial kemanusiaan,sekolah mana dek sampe gatau aceh dmna kasi ya ga sempat sekolah
pembalakan liar,sejarah bro sekolah ga sih
pembalakan liar,dongo
pembalakan liar,tolol anj
pembalakan liar,sih bocah anj
sosial kemanusiaan,hallo jawa puluh hidup banda aceh alhamdulillah aceh nyaman damai
sosial kemanusiaan,bagus udah satu kau
sosial kemanusiaan,g empati
sosial kemanusiaan,warga sipil faedah rakyat indonesia
sosial kemanusiaan,waahhhh naiklagijadi mlebihmantap jiwa bang ferrymudhan mkin bertambh dana donasi
kebijakan pemerintah,terima kasih bantu warga sumbar
kebijakan pemerintah,menteri bilang
komentar biasa,cari rendang
sosial kemanusiaan,yg dalang jarah
sosial kemanusiaan,jgn dity
pembalakan liar,orang awam aja tau pakpandai ngeles tu jabat
pembalakan liar,fakta sep up up uppp
sosial kemanusiaan,moga yg salah taubat
alih fungsi hutan,kering ya kayu
kebijakan pemerintah,hujan kayu perintah
sosial kemanusiaan,no komen
alih fungsi hutan,alami pake masin
komentar biasa,ga ijazah pintar
kebijakan pemerintah,alas nya knpaa masuk tv nasional mreka tkut lihat negara tetangga
sosial kemanusiaan,banyak vidio nya bang biar bukti
sosial kemanusiaan,banjir nunjukin bukti bg itu
alih fungsi hutan,potong mesin alias bala hutan
alih fungsi hutan,potong mesin patah
sosial kemanusiaan,alam bukti bukti kembali manusia
pembalakan liar,yg patah alami dirubuhkan alat berat pas buka lahan tambang
pembalakan liar,air bawa gergaji
sosial kemanusiaan,trus pakta gimana
sosial kemanusiaan,masalahin banjir banjir reda tebang lanjut
komentar biasa,liartapi
kebijakan pemerintah,belajarbahwa perintah pihak lg dgn rakyat
pembalakan liar,prabowo
pembalakan liar,asli bala liar
alih fungsi hutan,ya kalo yg kaya ranting emang gak ambil tumpuk aja hutan lapuk yg alami
kebijakan pemerintah,dah makan korban tetap korban nasional
sosial kemanusiaan,sedihturut duka ini bahan refleksi jgn suka rusak hutanplease
alih fungsi hutan,fokus bantu saudara sumatera aceh
sosial kemanusiaan,allahu akbar
alih fungsi hutan,kak kmu ga tau ya yg bnyaj lahan sawit ith bisnis keluarga prabowo loh lahan kayu akasia kayu asli nya tebang pake eksa ganti pakai akasia hektar hektar kalimantam sumatara aceh
pembalakan liar,ternak mulyono kurap
komentar biasa,ulah beye nak bukti
pembalakan liar,wkwkwkkw saking sakit hati yg cil
sosial kemanusiaan,mulyono bang
sosial kemanusiaan,haus notif
sosial kemanusiaan,nabi muhammad shallallahu alaihi wasallambersabda hai orangorang iman perkara timpa perkara mohon lindung allah dapat muncul buat keji zinamerampok minum khamr judi masyarakat laku terangterangan kecuali sebar penyakitpenyakit orangorang orangorang tahan zakat harta kecuali hujan langit tahan anda hewanhewan manusia hujan orangorang kurang takar timbang kecuali siksa kezhaliman kuasa hidup susah paceklik pemimpinpemimpin negara masyarakat hukum kitab allah memilihmilih allah turun kecuali allah jadi musuh keras
sosial kemanusiaan,taubat nasuha
sosial kemanusiaan,la tu
kebijakan pemerintah,zulkifli hasan
komentar biasa,ijazah palsu rakyat debat patah alami patah mesin simpul nya adl alami mesin
alih fungsi hutan,maf ijin prabowo stop henti bangun penebagan hutan
komentar biasa,korban jiwa blm bencana nasional
sosial kemanusiaan,musibah sumatra ajar peduli doa moga dampak kuat sabar lindung allah
alih fungsi hutan,hasbunallah wanimal wakil play for sumatera
pembalakan liar,sayaa bisaa bantuu doaa moga cepat ketemuu wargaa hilang aminn
alih fungsi hutan,gundul hutan
sosial kemanusiaan,kalo ga bela ga makan inti gitu
pembalakan liar,butuh bro tau butuh
sosial kemanusiaan,aamiin
sosial kemanusiaan,iya kak moga ga bencana
sosial kemanusiaan,aminn
sosial kemanusiaan,aamiin
sosial kemanusiaan,aamiin ya allah
pembalakan liar,ga sombong titip
sosial kemanusiaan,rakyat yg jaga perintah yg serakah tuhan alam murka
sosial kemanusiaan,betulkurangi sampah plastik
sosial kemanusiaan,ya allah kasi saudara saudara ku dsanasemoga d tabah sabar
sosial kemanusiaan,cuman doa moga cepet baik
kebijakan pemerintah,perintah ga coo
sosial kemanusiaan,mari tuntut perintah indonesia d akhirat kelak kak bener rakyat tulus gelut perintah sera rakus ini
sosial kemanusiaan,kak smg dpt balas dunia akhirat
sosial kemanusiaan,iya amin
sosial kemanusiaan,bener
sosial kemanusiaan,nomernya
sosial kemanusiaan,nge cat
alih fungsi hutan,tri hutan nya kaya gk sekolahdia blng gtu iah tumbang karna bawa banjir emng mulus gtu yaa hahah ngakak
pembalakan liar,gak ai
sosial kemanusiaan,kekwkwkw sangka rakyat bodoh kali ya bang
pembalakan liar,masuk akal bgt
sosial kemanusiaan,bener lagi
sosial kemanusiaan,ken percaya tpii otak gue berisik
alih fungsi hutan,percaya kak tumbang minimal daun nya pohon tumbang daun nya mana
sosial kemanusiaan,wkwkwkwk
sosial kemanusiaan,gemees
alih fungsi hutan,no pohon mya dr jamur yg aestetic
alih fungsi hutan,air bikin pohon potong dg rapih yaa
pembalakan liar,nonono kak yg bawa gergaji tikus yg suka ngegigit kak gigit mrk cri makan hehe
pembalakan liar,enteng bgt ketik kaya ga otak
komentar biasa,lu aja pake minyak ton lu tau apa
komentar biasa,kocak
pembalakan liar,bagus anies
pembalakan liar,ni org provok bgt gw perhatiin komenya mojokin presiden bgt gilir ciduk mah nang nang lu bch
kebijakan pemerintah,kalo gak ngerti gak komen
sosial kemanusiaan,hellomaaf yajgn dikit slh bpk prabowo yaguna akal dikit yaa
komentar biasa,gue kagak kmren elu pilih prabowo
pembalakan liar,heh emang kaya mutar telapak tangan urus nya doangitu usut gak lihat medsos
sosial kemanusiaan,tlolll
sosial kemanusiaan,bg o
alih fungsi hutan,sumatra milih anis ngaku pilih prabowo
sosial kemanusiaan,dikit
komentar biasa,eh kocak perintah daerah aja yg nerima suap dri tebang santai santai aja
sosial kemanusiaan,gubernur kmna yg agam dri pks msh gk wilayah ya pks
sosial kemanusiaan,yg kasi cuman rakyat palestina
pembalakan liar,it laku jga prabowo gk tau oknum
pembalakan liar,mahal biaya politik bungkam fakta
pembalakan liar,jaman mulyono nya nyalahin prabowo jabat
pembalakan liar,wowo a jjj
komentar biasa,tinggal cari cari
pembalakan liar,susah nya ss g suka g ush nuduh anak abah
sosial kemanusiaan,lihat vidio bukti ya
sosial kemanusiaan,mager
komentar biasa,kocak
komentar biasa,ayo akun private main akun q bukti
pembalakan liar,wkwk kayak keluarga bu titik re cendana gak andil dlm tebang
sosial kemanusiaan,d lihat aja kak depan rakyat cm bs ngawal
alih fungsi hutan,liat sampe kk kritik sampe indo tanah sampe kawasan negara bubar yg jdi salah korban banjir aceh krn efek bijak yg ngaco sampe indonesia
kebijakan pemerintah,kak sukatani aja bantu ngelaporin tau yg perintah bungkam nyulik aktivis gin data gak anarkis bu titik kaya tebang btw wkkwkw keluarga cendana gak bain track record tara mafia
sosial kemanusiaan,halah usut nggak tuntas
sosial kemanusiaan,mu blm sdh komentar
sosial kemanusiaan,hmmmmm
sosial kemanusiaan,symorse nang
sosial kemanusiaan,bener kak bilang ga parah spt yg medsos like what daerah yg liat trus darimana vt orang yg segitu parah kalo lapang banjir santa ngejawab nya kayak mana nurani ngeliat saudara yg dampak
pembalakan liar,otak mata udh tutup ama duit kak hati nya
komentar biasa,kakk coba follow akun kompas tv lambe turah denny sumargo akun ter up to date biar gak tinggal info
alih fungsi hutan,lo aja banyak nonton geal geol
sosial kemanusiaan,yg udh fyp ka
sosial kemanusiaan,gak deh kak berita nya aj viral doa orang selamat
komentar biasa,engga masuk berita sumatera napa si
komentar biasa,mana aja ka dia bnjir udah fyp karna nyari bencana muncul bencana alam
sosial kemanusiaan,fyp ku random kak fyp vidio lucu tentng outfit selingkuh
sosial kemanusiaan,kalo klik berita bencana fyp mu bencana beda kalo
sosial kemanusiaan,lu kemane aje fyp nya muncul
