predicted_label,komentar
sosial kemanusiaan,yudiwah
sosial kemanusiaan,iyah tuju kesel bgt bjirr tinggal negara korup nyata donasi manusia korupsi
sosial kemanusiaan,sehat bang
sosial kemanusiaan,terimakasih rizki parfume hmns
sosial kemanusiaan,ga habis pikir habis musibah sumatra langsung banjir iklan donasi yg sosial media ig banget lihat iklan
sosial kemanusiaan,semangat
sosial kemanusiaan,bg fer tolong cek ya daerah pulau kampai kabupaten langkat berita sana daerah bener isolasi bg
sosial kemanusiaan,inti percaya public
sosial kemanusiaan,yes percaya lembaga yg ga
sosial kemanusiaan,lekas baik sumatra
sosial kemanusiaan,alhamdulilah
sosial kemanusiaan,sehat kalo ado nak jambi mampir mendalo unja bg kagek jamu
sosial kemanusiaan,moga amal jariyah yg donasi moga lekas baik masyarakat aceh yg dampak banjir longsoraamiin
sosial kemanusiaan,of course d pas in fery m
sosial kemanusiaan,awas bg kena pajak nggak tuh donasi ini
alih fungsi hutan,salah stasiun tv international mewancarai jabat indonesi prabowo ga bantu international srilanka bantu inrenational gua prabowo takut dunia parah pengundulan hutan akibat kebun sawit indonesia bantu international indonesia coreng nama indonesia kasih tau aja bang biar dunia tau gimana hancur hutan indonesia
alih fungsi hutan,yesternyata alas gak jadi bencana nasionalkarena rusa hutan yg tutup ngeri
kebijakan pemerintah,kalo gusdur bangsa bangsa takut bangsa takut tindak yajg salah kalo disangkutin prabowo ya tepat takut mendindak takut rusak harmonisasi elit politikelit oligarki takut tahu internasional negara merdeka ga daulat penuh gak rakyat gak pimpin aja bro beda era sosial media open buka ya merdeka akademisi kaum intelek panggung sedkit longgar takut bantu era buka informasi daya takut ya masyarakat sipil sisa ampas aja sda sdmnya daulat ya meloby daulat elit global elit negri politikoligarki harap maju peluang tipis liat cina korea singapura vietnam udah benah duluan bonus demografi ngapain pilih lurah aja kena serang fajar sosial media pake asing adu isu sara ras agama aja pake otot majune elit global ga daulat sampe ampas keruk elit lokal kuasa amanin sanak family yoweslah segitu ae ngopi sek ben ra spaneng
alih fungsi hutan,utama bro lihat peta masyarakat yg nanam sawitjadi tetap bencana nasional otomatis sawit henti masyarakat yg nanam mana sawit stop otomatis jarah gila
alih fungsi hutan,yupiyupiwkya sawit gusur tanamin pohon alam termasik kawasan transmigrasi gusur habis kerja ya cari kerja laen
alih fungsi hutan,mukaguemukajawalo kaya ga nyimak brokalau mana masyarakat yg tanam sawit yg gusur tanam pohon yg aceh sumatra yg sawit masyarakat alas utama pohon karet ribet awat pemanenanna kasus kaya yg riau masayarakatnya satu hutan konservasi buka alasanya puluh mukim situ lahan tolak kembali hutanini dampak samping konflik warga rumit penyelesainalasan utama sumatra sawit dominan mata cahari orang
sosial kemanusiaan,orang indonesia peduli baikcuman jabat sja konyol
sosial kemanusiaan,orang indonesia peduli yg bikin gerak tetep percaya nggaknya yg bawa ity amanah krn ferry yg ngada in orang percaya amanah sasar
pembalakan liar,jabat korup ngga masyarakat nya bayangin aja bgt video viral tampil masyarakat ambil jarah milik orang kena musibah
sosial kemanusiaan,moga berkah amin
kebijakan pemerintah,tunjuk perintah ga
sosial kemanusiaan,alhamdulilah neng bang fer berkah
sosial kemanusiaan,orangorang kaya percaya salur bantu bang ferry ketimbang
sosial kemanusiaan,anggur semangat titip bantu bang ferry
sosial kemanusiaan,parasitperadaban
pembalakan liar,langsung aja sebutin bang wkwk dah tau
komentar biasa,prmerintah aja langsung
sosial kemanusiaan,rerehahahaha
sosial kemanusiaan,moga berkah
sosial kemanusiaan,alhamdulillah perintah ngumpulin duit makan anjing istana
sosial kemanusiaan,alhamdulillah thanks orang moga masyarakat dampak lekas pulih yaa
alih fungsi hutan,salah stasiun tv international mewancarai jabat indonesi prabowo ga bantu international srilanka bantu inrenational gua prabowo takut dunia parah pengundulan hutan akibat kebun sawit indonesia bantu international indonesia coreng nama indonesia kasih tau aja bang biar dunia tau gimana hancur hutan indonesia
sosial kemanusiaan,jam m keren donatur
sosial kemanusiaan,warga sumut terima kasih lu bg fer baek bgt lu bg tengyu ya bg fer sehat keluarga
pembalakan liar,gacor kali abang
sosial kemanusiaan,semangat bang
sosial kemanusiaan,tolong warga sumut bng dlm lapar yg ngangkat media
sosial kemanusiaan,jernih kamera bang
sosial kemanusiaan,alhamdulillah moga berkah mas aamiin aamiin allahumma aamiin
sosial kemanusiaan,sehat
sosial kemanusiaan,w papahtua
sosial kemanusiaan,keren
komentar biasa,bang maaf tau donasi gak
sosial kemanusiaan,thanks profesor money heist
sosial kemanusiaan,barangsiapa mudah urus orang allah mudah urus dunia akhirat terimakasih masyarakat indonesia khusus bang ferry moga allah balas baik
sosial kemanusiaan,sibuk janji kejar sampe antartika dll
sosial kemanusiaan,orang terimakasih
pembalakan liar,jabat tai gak manusia
sosial kemanusiaan,urus saudara kena musibah kelar jabat bangsat bro rakyat revolusi muak
sosial kemanusiaan,masuk kantong pribadi bagai
sosial kemanusiaan,matalo
komentar biasa,gak ngerti
sosial kemanusiaan,profesor
sosial kemanusiaan,baik
sosial kemanusiaan,pesan cuman satukalo kirim bantu hati hati klo daratlehih baek helikopterlewat daratkau kawal anggota puntetap bisakurang tertippesan bangjngn daratitu sja
sosial kemanusiaan,sekian puluh aceh dana otsus masyarakat aceh gantung listrik daerah aceh sndiri blm paham dana kritis penuh dibpergunakan menrecovery aceh pasca juang penghianatan letak salah alam sndiri betapa buruk nya prilaku pimpin aceh yg kamuflase medsos wallahu alam
kebijakan pemerintah,rakyat jaga rakyat perintah tai hubung
sosial kemanusiaan,nyawa hilangdesa hilangrumah hilangharta hilanghutan hilangkayu glondong hanyut woiiklen nya orang pinterr otak mu pakemata mu pakekuping mu pake
pembalakan liar,udah close tinggal bang
kebijakan pemerintah,benerin negara mending crown funding pajak
sosial kemanusiaan,gercep sllu express peduli masyarakat bencana
alih fungsi hutan,ekosistem hutan musnah ya
sosial kemanusiaan,ferry profesor money heist spanyol versi indonesia
sosial kemanusiaan,semangat bang lu keren gua support akun sosial media lu
sosial kemanusiaan,maaf ya gak bantu moga uang orang butuh aminnn
sosial kemanusiaan,terimakasih mrprofessor
sosial kemanusiaan,masyaallah
sosial kemanusiaan,rakyat rakyat
pembalakan liar,asli gak sihsumatra pro israel
sosial kemanusiaan,good game bang ferry
sosial kemanusiaan,warga warga thanks bang ferry orang luar
sosial kemanusiaan,lapor salah rawan kasih logistik pinjam mobil tni palak juta anggota dpr si juta tolong usut bang
sosial kemanusiaan,donasi dr dpr rakyat ros yg boncos
kebijakan pemerintah,si wowo tu
sosial kemanusiaan,maaf kak titip aceh yah terima kasih sentuh bantu
sosial kemanusiaan,gak donasi yayasan yg sana
pembalakan liar,great god blss you
sosial kemanusiaan,omonkalah telak
sosial kemanusiaan,dana gitu transparan audit sih biar sasar ga seleweng
sosial kemanusiaan,goda hati hati
sosial kemanusiaan,donasi ditutupada donasi percaya
komentar biasa,nunggu next time aja
sosial kemanusiaan,tolong suruh cair bunga duit apbd bank yg mendap dana darurat estimasi dana apbd kota padang endap semester i total anggar apbd rp triliun apbd murniperubahan realisasi belanja rp triliun semester i juni persentase realisasi belanja provinsi aceh catat milik simpan dana perban rp triliun provinsi sumatera barat sumbar catat milik simpan dana perban rp triliun sumatera utara gabung daerah angka rp triliun gabung konsolidasi saldo kas perintah provinsi sumut tambah saldo kas kabupatenkota sumut
sosial kemanusiaan,gara omnibus law
sosial kemanusiaan,rakyat solidaritas ikhlas loyal hadap jabat korup serakah keruk kaya alam
kebijakan pemerintah,tugas pajak senyum
sosial kemanusiaan,yg miris kantor desa makan yg dapur kalimat orang kampung dekkalo anak kos biar urus kosnya
sosial kemanusiaan,saya mahasiswa universitas samudra langsa disinipengen pulang gabisa pulang langkat
sosial kemanusiaan,yuk jagain bang ferry org tau nongol ngmg nge audit dana bantu
sosial kemanusiaan,cuan kali web krn web potong komisi donasi masuk
sosial kemanusiaan,terimakasih bantu doa butuh moga allah melipatgandakan luas rezeki ucap terimakasih
sosial kemanusiaan,mohon sebesarbesarnya dana salur meulaboh lhoksukon banda aceh pagadih palupuh tapanulilangsa takengon singkil tamiang aceh utara aceh timur aceh tenggara aceh nagan raya bener riah bireun lhoksemawe dll harap donasi benarbenar bantu terimakasih sebesarbesarnya teman doa bantu sumatra pecah belah bisa wargabantuwarga prayforsumatra alleyesonsumatra
kebijakan pemerintah,udah gak butuh sistem perintah an sih orang mayoritas kayak tai jabat gak an
sosial kemanusiaan,kumpul m
kebijakan pemerintah,cerita cerita sedih pengaruh banget jogya alami bencana byk makan korban bom tetap bencana nasional dr perintah pusat ga ribut menye menye terap disumatera jd bencana nasinonal moga bangsa ajar dr salah manusia
sosial kemanusiaan,maa syaa allah udah m smoga allah taala balas baik aamiin
kebijakan pemerintah,asli dah dipake bayar pajak mending dipake donasi duit guna
sosial kemanusiaan,warga jaga warga warga bantu warga saat pimpin benarbenar hadir masyarakat masyarakat sipil gerak nurani bahu bahu bg ferry prazteguh byk influencer lokal sumbar dg gerak cepat suara galang dana gerak buka mata hati masyarakat indonesia ttg bencana yg timpa aceh sumut sumbar pimpin dgn darah mang alir tubuh mesti cadiakberintelektual tulus buat dampak mana kuasa sapi tusuk hidung dunsanak ambo urang mang dunia masyarakat indonesia sabang merauke ajar respon catat lantang suara cari muka cari panggung bikin drama bencana pikir pikir pikir x pilih pimpin salah pilih pimpin bencana masyarakat ya allah moga ajar beri pimpin negeri amanahadilbijaksana jauh pimpin zolim afdhil hafid anak mang tanah rantau yogyakarta desember wib
sosial kemanusiaan,mantap ferr
sosial kemanusiaan,juang bebas dapat warga sipil
sosial kemanusiaan,little things means a lot always
sosial kemanusiaan,bang bantu lempar udara yah yg gak layak makan
sosial kemanusiaan,langsung gelar pahlawan bang ferry
alih fungsi hutan,klu udah bg tolong kasih tau klu org kaya yg tebang pohon kayu hutan jadi kebun kelapa sawit denda aja dgn tanam rawat tumbuh pohon jgn kasih bantu pesan edukasi nya
kebijakan pemerintah,abg fungsi korban bencana zulkifli hasan jabat banshat
pembalakan liar,makan pokok lanjut tani butuh makan perlahan juang serah jarah bangkit sumatra
pembalakan liar,bg situasi aceh tamiang keos orang lapar hari bg jarah dmn orang liat keluarga bawa sembako jarah orang kalap bantu blm masuk tolong kali cepat prores kirim nya bg aceh tamiang hari info jalan bau bangkai gk duli bg gk tenaga
sosial kemanusiaan,terimakasih bg moga lancar mudah proses ny bantu m nya
sosial kemanusiaan,alhamdulillah m moga pas bantu warga mie instan yaa bang
sosial kemanusiaan,udah close ya bang gak buka
sosial kemanusiaan,info dapur mbg rubah dapur darurat bang aceh alhamdulillah kalo
alih fungsi hutan,pray for sumatra
sosial kemanusiaan,bang fery tolong daerah aceh tamiangkhususnya daerah tamiang hulu nya isolasi bantu masukdi karna jalur terputuskemarin mbak nazwa sihab masuk plos kampung kamisekali mintak tolong
sosial kemanusiaan,donasi kelola mas ferry antara
sosial kemanusiaan,gile ya mantap bener jam langsung kumpul m orang indonesia solidaritas mantap
alih fungsi hutan,sebab banjir gundul hutan sebab gundul hutan kebun sawit sebab kebun sawit akomodasi butuh minyak sebab butuh minyak masyarakat konsumsi minyak cegah banjir kurang konsumsi minyak sawit usaha cermin butuh masyarakat usaha maksimal untung masyarakat butuh masyarakat salah usaha salah masyarakat kendali nafsu usaha akomodasi nafsu masyarakat usaha stop akomodasi masyarakat masyarakat cari alternatif masyarakat usaha pikir henti produksi kebun sawit konsumsi minyak sawit perintah salah perintah tanggung salah besar krn izin perintah kebun sawit cipta
sosial kemanusiaan,masya allah
kebijakan pemerintah,usut tuntas pejabatdan usaha yg kait bencana sita aset tanggung enak dpt uang gilir bencana negara yg tanggung
sosial kemanusiaan,makas bang makas moga satu indonesia
sosial kemanusiaan,korban nya ribu orang anak anak orang tua lemah prioritas bantu manusia
sosial kemanusiaan,keren
sosial kemanusiaan,bang plis jaga sehat turun tkp titip tau kann
sosial kemanusiaan,we love you ferry
sosial kemanusiaan,m gelo bang ferry
sosial kemanusiaan,saran korupsi salur korban belikan butuh makananalat dapur butuh alat rumah
sosial kemanusiaan,yak fer kitabisa tuh
sosial kemanusiaan,sy kemarin minggu donasi jt bencana banjir uang sdh kirim inbox tdk responya krn sy jd babu internasional postingan d fb yg galang donasi korban bencana banjir tdk fikir ntah hati sy ya mudah orang amanah bener korban niat hati tdk koar tdk respon sy tdk d publish msh oknum yg memfaarkan musibah penting pribadi
sosial kemanusiaan,yg prnh horrison ford tntg hutan yg babat trjdi zulkifli hasan pjbat yg hrus brtgung jwb
sosial kemanusiaan,inshaallah baik
kebijakan pemerintah,rakyat tolong rakyat perintah pimpin negara mafia
sosial kemanusiaan,salut bang ferrymohon salur pantau tdk lembaga perintah yg orgnya korup
sosial kemanusiaan,orang so pinter so peduli
sosial kemanusiaan,terimakasih orangorang
sosial kemanusiaan,mantap fer
sosial kemanusiaan,ninggal jejak
sosial kemanusiaan,korup ya bang
sosial kemanusiaan,usul turun tapanuli umum masyarakat kena musibah bencana sana halal ambil kayu silah jual semahalmahalnya bantu masyarakat kena dampak musibah hasil untung jual kayu bagi uang kantong masyarakat kena musibah hikmah berkah yg ambil kena musibah perintah bilang logging akibat musibah yaudah terima bantu mana kecuali bantu olah kayu yg tumbang krn nilai harga kayu oknum bangkrut sdh potong n gundul hutan selesai
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,gas warga
sosial kemanusiaan,miliar rumah kk jiwa beras ribu kg orang minggu yg yg hilang yg harga rumah tinggal hancur porak poranda kendara cari nafkah harta benda lahan ladangmata cahari nyawa orang keluarga sayang bangkitsumateraku
sosial kemanusiaan,bang titip saran tan bwras impor ton sabang tolong hibah distribusi warga aceh
sosial kemanusiaan,inget bang bawa kabur negeri ya bang
sosial kemanusiaan,moga allah swt angkat derajat orang
sosial kemanusiaan,indonesia butuh helikopter cinook
kebijakan pemerintah,juang harap negara jabat wenang
sosial kemanusiaan,donasi k gpp bang uang kuliah gua tinggal doang tggl nunggu kirim krtu
sosial kemanusiaan,bantu rakyat tetap rakyat
sosial kemanusiaan,harap generasi sosok bang ferry eks jaga orang waras bumi nusantara
sosial kemanusiaan,gw gak telat emang bom
sosial kemanusiaan,livenya bang
sosial kemanusiaan,pantau m
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,warga bantu warga warga jaga warga negara gak presiden
kebijakan pemerintah,ga perintah
sosial kemanusiaan,terimakasih
pembalakan liar,bang pas salur bantu lu lupa gendong beras ya pura nyerok lumpur sop negara
sosial kemanusiaan,m bang
sosial kemanusiaan,pemda ngapain tuh
sosial kemanusiaan,molor
sosial kemanusiaan,ferry irwandi dprd
alih fungsi hutan,bang sodara camat peunaron kab aceh timur bantu bupati akses timbun longsor tolong ya bang donasi
sosial kemanusiaan,turun kasih duduk kena dampak titip bahaya orang sifat ambil sempat sempit
sosial kemanusiaan,hidup warga sipil
pembalakan liar,bang baju dewasa bayi sumbang barangkali tau info nya mana terimakasih
alih fungsi hutan,kebun sawit ngerasa salah gak sih tetep musik dj pas panen
sosial kemanusiaan,percaya mas
sosial kemanusiaan,live video bang
sosial kemanusiaan,tolong pantau y bang bantuanya sampain korban langsung
sosial kemanusiaan,bg irwan tolong kirim camat barus manduamas andam dewi camat salur aparat desa korupsi langsung turun masyarakat desa
sosial kemanusiaan,bg irwan tolong kirim camat barus manduamas andam dewi camat salur aparat desa korupsi langsung turun masyarakat desa
sosial kemanusiaan,bg irwan tolong kirim camat barus manduamas andam dewi camat salur aparat desa korupsi langsung turun masyarakat desa
sosial kemanusiaan,bg irwan tolong kirim camat barus manduamas andam dewi camat salur aparat desa korupsi langsung turun masyarakat desa
sosial kemanusiaan,bg irwan tolong kirim camat barus manduamas andam dewi camat salur aparat desa korupsi langsung turun masyarakat desa
